id,function,function_num
WP_000068725.1 glycine cleavage system aminomethyltransferase GcvT [Escherichia coli],no_hit,11
WP_000068837.1 MULTISPECIES: cell division protein FtsN [Enterobacteriaceae],no_hit,11
WP_000068983.1 protein-disulfide reductase DsbD [Escherichia coli],no_hit,11
WP_000069223.1 4-aminobutyrate transaminase [Escherichia coli],no_hit,11
WP_000069325.1 phosphoenolpyruvate synthase [Escherichia coli],no_hit,11
WP_000069437.1 MULTISPECIES: aspartate ammonia-lyase [Enterobacteriaceae],other,6
WP_000069920.1 phage tail tape measure protein [Escherichia coli],tail,2
WP_000069998.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000070131.1 MULTISPECIES: ABC transporter permease [Bacteria],no_hit,11
WP_000070491.1 MULTISPECIES: two-component system response regulator NarL [Enterobacteriaceae],no_hit,11
WP_000070621.1 MULTISPECIES: stress response protein ElaB [Enterobacteriaceae],no_hit,11
WP_000070685.1 aldehyde dehydrogenase iron-sulfur subunit PaoA [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000071140.1 phosphoglucosamine mutase [Escherichia coli],no_hit,11
WP_000071545.1 EscR/YscR/HrcR family type III secretion system export apparatus protein [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000071724.1 MULTISPECIES: phage tail protein I [Enterobacteriaceae],tail,2
WP_000072067.1 MULTISPECIES: DNA topoisomerase (ATP-hydrolyzing) subunit B [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000072187.1 MULTISPECIES: aga operon transcriptional regulator AgaR [Enterobacteriaceae],no_hit,11
WP_000072327.1 MULTISPECIES: M15 family metallopeptidase [Enterobacteriaceae],lysis,1
WP_000072536.1 MULTISPECIES: septum site-determining protein MinC [Enterobacteriaceae],no_hit,11
"WP_000073044.1 PTS N,N'-diacetylchitobiose transporter subunit IIC [Escherichia coli]",moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000073575.1 MULTISPECIES: glycerophosphodiester phosphodiesterase [Enterobacteriaceae],no_hit,11
WP_000074204.1 Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC [Escherichia coli],no_hit,11
WP_000074525.1 alanine transaminase AlaA [Escherichia coli],no_hit,11
WP_000074985.1 phage integrase Arm DNA-binding domain-containing protein [Escherichia coli],integration_and_excision,10
WP_000075107.1 lysozyme RrrD [Escherichia coli],lysis,1
WP_000075132.1 MULTISPECIES: lysozyme RrrD [Enterobacteriaceae],lysis,1
WP_000075400.1 LacI family DNA-binding transcriptional regulator [Escherichia coli],no_hit,11
WP_000075555.1 hydrogenase 4 catalytic subunit HyfI [Escherichia coli],no_hit,11
WP_000075744.1 MULTISPECIES: cell division protein FtsQ [Enterobacteriaceae],no_hit,11
WP_000075839.1 putrescine-ornithine antiporter [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000075876.1 MULTISPECIES: acyl-CoA thioesterase II [Enterobacteriaceae],no_hit,11
WP_000076001.1 MULTISPECIES: YfgG family protein [Enterobacteriaceae],integration_and_excision,10
WP_000076226.1 cytosine permease [Escherichia coli],no_hit,11
WP_000076303.1 ribonuclease R [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000076999.1 DNA translocase FtsK [Escherichia coli],no_hit,11
WP_000077290.1 MULTISPECIES: DMSO/selenate family reductase complex B subunit [Enterobacteriaceae],no_hit,11
WP_000077784.1 enterobactin non-ribosomal peptide synthetase EntF [Escherichia coli],no_hit,11
WP_000078064.1 6-phosphogluconate phosphatase [Escherichia coli],other,6
WP_000078217.1 acetate--CoA ligase [Escherichia coli],no_hit,11
WP_000078338.1 MULTISPECIES: amino acid ABC transporter ATP-binding protein [Enterobacteriaceae],other,6
WP_000078748.1 MULTISPECIES: 6-phospho-beta-glucosidase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000078833.1 ferric ABC transporter ATP-binding protein [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000078916.1 MULTISPECIES: Hok/Gef family protein [Enterobacteriaceae],unknown_function,9
WP_000079092.1 MULTISPECIES: 23S rRNA pseudouridine(1911/1915/1917) synthase RluD [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000079259.1 mannose-1-phosphate guanyltransferase [Escherichia coli],no_hit,11
WP_000079504.1 DUF1398 domain-containing protein [Escherichia coli],head_and_packaging,5
WP_000079550.1 SDR family oxidoreductase [Escherichia coli],no_hit,11
WP_000079623.1 YjgN family protein [Escherichia coli],unknown_function,9
WP_000079722.1 MULTISPECIES: FliC/FljB family flagellin [Enterobacteriaceae],tail,2
WP_000080139.1 bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000080643.1 MULTISPECIES: lipopolysaccharide 3-alpha-galactosyltransferase [Enterobacteriaceae],unknown_function,9
WP_000080709.1 MULTISPECIES: electron transfer flavoprotein subunit alpha [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000080885.1 MULTISPECIES: cyclic pyranopterin monophosphate synthase MoaC [Gammaproteobacteria],no_hit,11
WP_000080947.1 MULTISPECIES: class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI [Enterobacteriaceae],connector,3
WP_000081071.1 MULTISPECIES: ferredoxin family protein [Enterobacteriaceae],no_hit,11
WP_000081128.1 type III secretion system effector EspL1 [Escherichia coli],no_hit,11
WP_000081418.1 MULTISPECIES: tRNA 2-thiocytidine(32) synthetase TtcA [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000081550.1 MULTISPECIES: RNA polymerase sigma factor RpoS [Enterobacteriaceae],transcription_regulation,7
WP_000081695.1 glutamate synthase subunit GltD [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000081903.1 MULTISPECIES: maltodextrin phosphorylase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000082019.1 succinylornithine/acetylornithine transaminase [Escherichia coli],no_hit,11
WP_000082101.1 MULTISPECIES: high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG [Gammaproteobacteria],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000082144.1 hypothetical protein [Escherichia coli],no_hit,11
WP_000082188.1 MULTISPECIES: DNA mismatch repair endonuclease MutH [Enterobacteriaceae],transcription_regulation,7
"WP_000082432.1 phage tail tape measure protein, partial [Escherichia coli]",tail,2
WP_000082743.1 catalase HPII [Escherichia coli],no_hit,11
WP_000082782.1 type II secretion system minor pseudopilin GspJ [Escherichia coli],no_hit,11
WP_000082847.1 MULTISPECIES: 2-isopropylmalate synthase [Enterobacteriaceae],no_hit,11
WP_000082929.1 type II secretion system minor pseudopilin GspH [Escherichia coli],no_hit,11
WP_000082974.1 protein lysine acetyltransferase [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000083065.1 MULTISPECIES: hydrogenase 2 large subunit [Enterobacteriaceae],no_hit,11
WP_000083385.1 MULTISPECIES: signal peptidase II [Escherichia],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000083419.1 DUF1116 domain-containing protein [Escherichia coli],no_hit,11
WP_000083831.1 replication regulatory protein RepA [Escherichia coli],unknown_function,9
WP_000083954.1 copper-exporting P-type ATPase CopA [Escherichia coli],no_hit,11
WP_000084025.1 MULTISPECIES: PTS sugar transporter subunit IIB [Enterobacteriaceae],no_hit,11
WP_000084161.1 iron ABC transporter permease [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000084172.1 DUF2766 family protein YecJ [Escherichia coli],unknown_function,9
WP_000084268.1 MULTISPECIES: glycerol uptake facilitator protein GlpF [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000084387.1 MULTISPECIES: thiol peroxidase [Enterobacteriaceae],no_hit,11
WP_000084465.1 rRNA maturation RNase YbeY [Escherichia coli],no_hit,11
WP_000084526.1 MULTISPECIES: NAD(P)H-binding protein [Enterobacteriaceae],no_hit,11
WP_000084639.1 MULTISPECIES: molybdenum cofactor biosynthesis protein B [Gammaproteobacteria],no_hit,11
WP_000084677.1 MULTISPECIES: dipeptide ABC transporter permease DppC [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000084764.1 MULTISPECIES: nitrite reductase small subunit NirD [Enterobacteriaceae],no_hit,11
WP_000085058.1 MULTISPECIES: type I-E CRISPR-associated protein Cas5/CasD [Enterobacteriaceae],no_hit,11
WP_000085226.1 YnjH family protein [Escherichia coli],lysis,1
WP_000085945.1 DNA methylase [Escherichia coli],other,6
WP_000086017.1 multidrug efflux MFS transporter MdtL [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000086192.1 MULTISPECIES: inverse autotransporter invasin YchO [Enterobacteriaceae],no_hit,11
WP_000086434.1 hypothetical protein [Escherichia coli],transcription_regulation,7
WP_000086716.1 MULTISPECIES: phosphate acetyltransferase [Enterobacteriaceae],no_hit,11
WP_000086905.1 MULTISPECIES: GGDEF domain-containing protein [Enterobacteriaceae],no_hit,11
WP_000087233.1 O-acetylserine/cysteine exporter [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000087269.1 MULTISPECIES: transketolase [Enterobacteriaceae],no_hit,11
WP_000087467.1 MULTISPECIES: SycD/LcrH family type III secretion system chaperone CesD [Enterobacteriaceae],no_hit,11
WP_000087763.1 MULTISPECIES: cold shock-like protein CspH [Enterobacteriaceae],unknown_function,9
WP_000087812.1 MULTISPECIES: phage portal protein [Enterobacteriaceae],head_and_packaging,5
WP_000087992.1 potassium-transporting ATPase subunit KdpB [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000088143.1 terminase large subunit [Escherichia coli],no_hit,11
WP_000088203.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],transcription_regulation,7
WP_000088605.1 MULTISPECIES: tetracycline resistance transcriptional repressor TetR(B) [Bacteria],no_hit,11
WP_000088657.1 excisionase [Escherichia coli],integration_and_excision,10
WP_000088798.1 ABC transporter permease [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000088854.1 type VI secretion system-associated protein VasI [Escherichia coli],no_hit,11
WP_000089099.1 betaine-aldehyde dehydrogenase [Escherichia coli],no_hit,11
WP_000089290.1 MASE1 domain-containing protein [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000089364.1 MULTISPECIES: Fe-S cluster assembly protein SufB [Enterobacteriaceae],no_hit,11
WP_000089590.1 TonB-dependent heme/hemoglobin receptor ChuA/ShuA [Escherichia coli],tail,2
WP_000089698.1 MULTISPECIES: tRNA pseudouridine(55) synthase TruB [Enterobacteriaceae],no_hit,11
WP_000089731.1 MULTISPECIES: nucleoside diphosphate kinase regulator [Enterobacteriaceae],connector,3
WP_000089911.1 MULTISPECIES: GDP-L-fucose synthase [Enterobacteriaceae],no_hit,11
WP_000090034.1 hypothetical protein [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000090097.1 MULTISPECIES: colicin uptake protein TolR [Enterobacteriaceae],no_hit,11
WP_000090133.1 MULTISPECIES: glutathione ABC transporter substrate-binding protein GsiB [Enterobacteriaceae],head_and_packaging,5
WP_000090264.1 antiterminator Q family protein [Escherichia coli],no_hit,11
WP_000090493.1 TolC family outer membrane protein [Escherichia coli],head_and_packaging,5
WP_000090775.1 MULTISPECIES: 30S ribosomal protein S13 [Pseudomonadota],dna_rna_and_nucleotide_metabolism,4
WP_000090993.1 MULTISPECIES: phage tail tube protein [Enterobacteriaceae],tail,2
WP_000091008.1 manganese-binding transcriptional regulator MntR [Escherichia coli],transcription_regulation,7
WP_000091169.1 pyruvate kinase [Escherichia coli],no_hit,11
WP_000091199.1 MULTISPECIES: MDR efflux pump AcrAB transcriptional activator MarA [Enterobacteriaceae],no_hit,11
WP_000091263.1 MULTISPECIES: 1-phosphofructokinase [Enterobacteriaceae],no_hit,11
WP_000091295.1 ferredoxin-type protein NapG [Escherichia coli],no_hit,11
WP_000091472.1 MULTISPECIES: transcriptional regulator [Enterobacteriaceae],no_hit,11
WP_000091572.1 MULTISPECIES: GntR family transcriptional regulator [Enterobacteriaceae],no_hit,11
WP_000091664.1 MULTISPECIES: 3-ketoacyl-ACP reductase FabG2 [Enterobacteriaceae],no_hit,11
WP_000091700.1 MULTISPECIES: oxidative damage protection protein [Enterobacteriaceae],no_hit,11
WP_000091751.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],unknown_function,9
WP_000091829.1 MULTISPECIES: MFS transporter [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000091945.1 MULTISPECIES: 50S ribosomal protein L6 [Enterobacterales],connector,3
WP_000091955.1 MULTISPECIES: 50S ribosomal protein L28 [Bacteria],dna_rna_and_nucleotide_metabolism,4
WP_000092030.1 surface-exposed outer membrane lipoprotein YaiW [Escherichia coli],no_hit,11
WP_000092209.1 multidrug efflux MFS transporter MdtH [Escherichia coli],no_hit,11
WP_000092302.1 lysis protein [Escherichia coli],lysis,1
WP_000092338.1 type II secretion system ATPase GspE [Escherichia coli],no_hit,11
WP_000092592.1 inverse autotransporter adhesin FdeC [Escherichia coli],tail,2
WP_000092696.1 MULTISPECIES: alternative ribosome-rescue factor ArfA [Gammaproteobacteria],no_hit,11
WP_000092782.1 DUF1482 family protein [Escherichia coli],unknown_function,9
WP_000092909.1 MULTISPECIES: cadaverine/lysine antiporter [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000093154.1 MULTISPECIES: arginine/agmatine antiporter [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000093262.1 PTS mannitol transporter subunit IICBA [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000093602.1 N-ethylmaleimide reductase [Escherichia coli],no_hit,11
WP_000093817.1 multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000094000.1 tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO [Escherichia coli],no_hit,11
WP_000094674.1 aerotaxis sensor receptor Aer [Escherichia coli],no_hit,11
WP_000094808.1 MULTISPECIES: phage virion morphogenesis protein [Enterobacteriaceae],connector,3
WP_000094838.1 DUF4224 domain-containing protein [Escherichia coli],integration_and_excision,10
WP_000095051.1 MULTISPECIES: type 4 pilus major pilin [Enterobacteriaceae],no_hit,11
WP_000095081.1 Nmad5 family putative nucleotide modification protein [Escherichia coli],transcription_regulation,7
WP_000095178.1 YgiQ family radical SAM protein [Escherichia coli],no_hit,11
WP_000095622.1 MULTISPECIES: DNA cytosine methyltransferase [Enterobacteriaceae],other,6
WP_000095707.1 MULTISPECIES: acetate kinase [Enterobacteriaceae],no_hit,11
WP_000096047.1 MULTISPECIES: methionine synthase [Escherichia],dna_rna_and_nucleotide_metabolism,4
WP_000096086.1 MULTISPECIES: YqjK-like family protein [Gammaproteobacteria],no_hit,11
WP_000096470.1 flagellar hook-associated protein FlgK [Escherichia coli],tail,2
WP_000096650.1 pyridoxine/pyridoxal/pyridoxamine kinase [Escherichia coli],no_hit,11
WP_000096698.1 MULTISPECIES: LPS O-antigen length regulator Wzz(fepE) [Enterobacteriaceae],no_hit,11
WP_000096891.1 molybdate ABC transporter ATP-binding protein ModF [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000097069.1 galactarate/glucarate/glycerate transporter GudP [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000097342.1 D-lactate dehydrogenase [Escherichia coli],no_hit,11
WP_000097561.1 cell division protein CpoB [Escherichia coli],no_hit,11
WP_000097647.1 4-aminobutyrate--2-oxoglutarate transaminase [Escherichia coli],other,6
WP_000097812.1 pyridoxine 4-dehydrogenase [Escherichia coli],no_hit,11
WP_000097913.1 MULTISPECIES: hypothetical protein [Escherichia],unknown_function,9
WP_000098025.1 MULTISPECIES: PTS galactosamine transporter subunit IIB [Enterobacteriaceae],no_hit,11
WP_000098255.1 MULTISPECIES: glucarate dehydratase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000098429.1 MULTISPECIES: muropeptide MFS transporter AmpG [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000098609.1 MULTISPECIES: transketolase [Enterobacteriaceae],no_hit,11
WP_000098793.1 MULTISPECIES: type III secretion system LEE chaperone CesT [Enterobacteriaceae],unknown_function,9
WP_000098807.1 phage baseplate assembly protein [Escherichia coli],tail,2
WP_000098821.1 MULTISPECIES: primosomal protein DnaT [Enterobacteriaceae],no_hit,11
WP_000098902.1 cyclopropane fatty acyl phospholipid synthase [Escherichia coli],no_hit,11
WP_000099297.1 sn-glycerol-3-phosphate ABC transporter permease UgpA [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000099451.1 aconitate hydratase AcnA [Escherichia coli],head_and_packaging,5
WP_000099823.1 MULTISPECIES: 2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase [Enterobacteriaceae],head_and_packaging,5
WP_000100435.1 NADPH-dependent 7-cyano-7-deazaguanine reductase QueF [Escherichia coli],other,6
WP_000100800.1 MULTISPECIES: DNA starvation/stationary phase protection protein Dps [Enterobacteriaceae],no_hit,11
WP_000100942.1 MULTISPECIES: dipeptide/tripeptide permease DtpA [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000101055.1 MULTISPECIES: septum site-determining protein MinD [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000101201.1 peptidoglycan DD-endopeptidase MepH [Escherichia coli],no_hit,11
WP_000101670.1 MULTISPECIES: DUF1190 domain-containing protein [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000101737.1 MULTISPECIES: multidrug efflux transporter transcriptional repressor AcrR [Enterobacteriaceae],transcription_regulation,7
WP_000101994.1 MULTISPECIES: molybdate ABC transporter substrate-binding protein [Enterobacteriaceae],no_hit,11
"WP_000102176.1 RecE family exodeoxyribonuclease, partial [Escherichia coli]",no_hit,11
WP_000102278.1 MULTISPECIES: cytochrome bd-I accessory subunit CydH [Gammaproteobacteria],lysis,1
WP_000102329.1 low affinity potassium transporter Kup [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
